trial,model,task,latency,temperature,id,result,quality,generation_accuracy,variance,review_accuracy,accuracy,elapsed,strategy,created
Trial_27 2,gpt-4o,"generate a concise, clinically formal summary",3.0,0.6,Item_0,"The patient, a 22-year-old female, presented with warts located perianally, first noticed approximately three to four weeks prior to consultation. She reports associated pruritus but denies any pain or additional symptoms. The patient inquired about the normalcy of her condition given her age, to which reassurance was provided pending further examination.",0.0548857818,0.0,0.0029633494840682,0.918146918596008,0.688610188947006,19s,REMOTE,2025-08-30 16:22:17
Trial_27 2,o1-mini,"generate a concise, clinically formal summary",19.0,1.0,Item_4,"The patient is a 22-year-old female presenting with perianal warts, initially noticed three to four weeks ago. She reports mild itchiness associated with the lesions but denies any pain or additional symptoms. There are no signs of infection or other dermatological concerns at this time.",0.0280913081,0.0,0.1122751793110002,0.4961683156979863,0.3721262367734897,19s,REMOTE,2025-08-30 16:22:17
Trial_27 2,claude-3-5-sonnet-latest,"generate a concise, clinically formal summary",4.0,0.7,Item_1,22-year-old female presents with perianal warts first noticed 3-4 weeks ago. Patient reports associated pruritus but denies pain or other symptoms. Physical examination is pending.,0.3554642573,0.0,0.1621345917929194,0.3945456024360656,0.2959092018270492,19s,REMOTE,2025-08-30 16:22:17
Trial_27 2,claude-3-7-sonnet-20250219,"generate a concise, clinically formal summary",5.0,0.7,Item_3,22-year-old female presents with perianal warts first noticed 3-4 weeks ago. Patient reports mild pruritus without pain or other associated symptoms. No additional symptoms reported beyond warts and itching in the perianal region.,0.0265852903,0.0,0.1888089832867804,0.3466364180884824,0.2599773135663618,19s,REMOTE,2025-08-30 16:22:17
Trial_27 2,o3-mini,"generate a concise, clinically formal summary",18.0,1.0,Item_2,"A 22-year-old female patient presented with a three-to-four week history of perianal lesions described as warts, associated with mild pruritus and no pain. She denied additional symptoms and systemic complaints. The presentation suggests a benign condition warranting further evaluation to establish an accurate diagnosis.",0.0112263271,0.0,0.045293327252182,0.6799920930406596,0.5099940697804947,19s,REMOTE,2025-08-30 16:22:17
Trial_27 3,claude-3-5-sonnet-latest,"generate a concise, clinically formal summary",4.0,0.7,Item_0,"Patient is currently on two prescribed inhalers: Salmeterol inhaler used as needed, and Fluticasone nasal inhaler. Patient denies use of any over-the-counter medications, alternative medicines, or naturopathic treatments.",9.6436320923,1.0,0.0160324172887972,0.4077097541895539,0.8519274385473885,22s,REMOTE,2025-08-30 16:22:39
Trial_27 3,gpt-4o,"generate a concise, clinically formal summary",3.0,0.6,Item_1,"The patient reports using only prescribed medications, specifically Salmeterol and Fluticasone inhalers. Salmeterol is used on an as-needed basis, while Fluticasone is a nasal inhaler. No over-the-counter, alternative, or naturopathic medications are being taken.",9.7199075062,1.0,0.0002392864097134,0.9276407439288104,0.9819101859822026,22s,REMOTE,2025-08-30 16:22:39
Trial_27 3,claude-3-7-sonnet-20250219,"generate a concise, clinically formal summary",4.0,0.7,Item_2,"Patient is currently taking only prescribed medications including Salmeterol inhaler on an as-needed basis and Fluticasone nasal inhaler. No over-the-counter medications, alternative medicines, or naturopathic treatments are being used.",9.7239509436,1.0,0.0311293569234495,0.1746842160471252,0.7936710540117813,22s,REMOTE,2025-08-30 16:22:39
Trial_27 3,o3-mini,"generate a concise, clinically formal summary",19.0,1.0,Item_3,"The patient is strictly following the prescribed regimen, reporting no use of over-the-counter or alternative medications. The medical order includes a Salmeterol inhaler for as-needed use and a Fluticasone nasal inhaler for local therapy. No additional medications or deviations from the prescription were noted.",9.8984679095,1.0,0.0189634738691437,0.3558395965388357,0.8389598991347089,22s,REMOTE,2025-08-30 16:22:39
Trial_27 3,o1-mini,"generate a concise, clinically formal summary",23.0,1.0,Item_4,"The patient is currently prescribed two inhalers: Salmeterol inhaler, to be used on an as-needed basis, and Fluticasone nasal inhaler. No over-the-counter or alternative medicines are being taken.",9.8797664687,1.0,0.0907520363789117,0.0,0.75,22s,REMOTE,2025-08-30 16:22:39
Trial_27 4,gpt-4o,"generate a concise, clinically formal summary",2.0,0.6,Item_4,"The patient reports a burn injury to the right hand. The incident involved only the right arm, as confirmed during the consultation. No additional details were provided regarding the severity or treatment of the injury.",8.2444968133,1.0,1.740911715833627,0.7080177350768605,0.9270044337692152,17s,REMOTE,2025-08-30 16:23:03
Trial_27 4,claude-3-5-sonnet-latest,"generate a concise, clinically formal summary",4.0,0.7,Item_2,"Patient presents with a burn injury to the right hand. The extent, severity, and mechanism of the burn were not specified in the initial encounter.",9.6223751906,1.0,0.293126636353805,0.8801892625405527,0.970047315635138,17s,REMOTE,2025-08-30 16:23:03
Trial_27 4,o3-mini,"generate a concise, clinically formal summary",19.0,1.0,Item_0,"The patient presented with a burn injury localized to the right hand, as confirmed in the dialogue. Clarification from the consultation emphasized that the injury is confined exclusively to the right arm, with no evidence of additional trauma or complications. Clinical documentation reinforces this isolated burn presentation.",9.7293863214,1.0,0.9338330855065812,0.786153213956974,0.9465383034892436,17s,REMOTE,2025-08-30 16:23:03
Trial_27 4,o4-mini,"generate a concise, clinically formal summary",20.0,1.0,Item_3,"The patient presents with a thermal burn to the right hand, which they report as the only affected site. The injury is described as causing immediate pain without other associated symptoms. No additional areas are involved, and no comorbid conditions were reported.",9.7200120302,1.0,0.4907729683650073,0.8449726169151646,0.9612431542287913,17s,REMOTE,2025-08-30 16:23:03
Trial_27 4,o1-mini,"generate a concise, clinically formal summary",16.0,1.0,Item_1,"The patient presents with a burn injury to the right hand. The doctor confirmed the injury, and the patient denies involvement of any other limbs.",0.5676309064,0.0,0.4987316002306446,0.8437206693847865,0.2109301673461966,17s,REMOTE,2025-08-30 16:23:03
Trial_27 5,o4-mini,"generate a concise, clinically formal summary",20.0,1.0,Item_0,"The patient has a history of asthma managed with a rescue inhaler, which has led to marked symptomatic improvement when used consistently. They reported forgetting to carry the inhaler previously and acknowledged the importance of having it available during exertion. No other medical conditions were identified.",1.3587087584,0.0,0.3660960672948556,0.0480144312726904,0.0360108234545178,16s,REMOTE,2025-08-30 16:23:22
Trial_27 5,o1-mini,"generate a concise, clinically formal summary",14.0,1.0,Item_4,The patient reports improved asthma control since resuming inhaler use. They acknowledge the importance of carrying their inhaler during increased physical activities. No other medical problems were reported during the consultation.,0.4949930627,0.0,0.9729771876790996,0.0,0.0,16s,REMOTE,2025-08-30 16:23:22
Trial_27 5,o3-mini,"generate a concise, clinically formal summary",17.0,1.0,Item_3,"The patient reports improved asthma control due to regular inhaler use, with a notable decline in previous neglect regarding carrying the inhaler. The dialogue indicates that the patient has learned the importance of maintaining immediate access to the inhaler during physical exertion. No additional chronic conditions were mentioned.",0.1477130846,0.0,0.2687087826321412,0.1844064852278658,0.1383048639208993,16s,REMOTE,2025-08-30 16:23:22
Trial_27 5,claude-3-5-sonnet-latest,"generate a concise, clinically formal summary",4.0,0.7,Item_1,Patient has a documented history of asthma requiring inhaler therapy. Recent improvement in symptom control noted following resumption of consistent inhaler use.,1.7447981423,0.0,0.0939988590943798,0.5176146339314254,0.388210975448569,16s,REMOTE,2025-08-30 16:23:22
Trial_27 5,claude-3-7-sonnet-20250219,"generate a concise, clinically formal summary",5.0,0.7,Item_2,"Patient has a history of asthma that has improved since resuming use of an inhaler. The patient acknowledges the importance of carrying the inhaler at all times, especially during physical activity.",0.876339779,0.0,0.5101910805307459,0.0,0.0,16s,REMOTE,2025-08-30 16:23:22
Trial_27 6,claude-3-5-sonnet-latest,"generate a concise, clinically formal summary",5.0,0.7,Item_4,"Patient's past medical history is notable for a cesarean section delivery and appendectomy. Patient was involved in a motor vehicle accident approximately 4-5 years ago with minor back injury that resolved without physical therapy intervention. Patient denies history of cardiovascular disease, diabetes, pulmonary conditions, thyroid disorders, or renal/urinary issues.",9.8146254878,1.0,0.0106286128317037,0.7440794498330809,0.9360198624582704,27s,REMOTE,2025-08-30 16:23:41
Trial_27 6,o3-mini,"generate a concise, clinically formal summary",18.0,1.0,Item_3,"The patient has a history of smoking, which she quit before giving birth, and underwent a cesarean section at the time of her daughter's birth. Additionally, she had an appendectomy and sustained a lower back injury from a car accident four to five years ago without any persistent complications. No chronic conditions such as hypertension, diabetes, or cardiovascular issues are reported.",9.3746071126,1.0,0.0088128649624606,0.7669627080574144,0.9417406770143536,27s,REMOTE,2025-08-30 16:23:41
Trial_27 6,o1-mini,"generate a concise, clinically formal summary",16.0,1.0,Item_2,"The patient is a female with no history of smoking or chronic conditions such as high blood pressure, heart disease, diabetes, or issues with the lungs, thyroid, kidney, or bladder. She had a C-section during childbirth and underwent an appendectomy a few years prior. Approximately four to five years ago, she sustained a lower back injury in a car crash, did not receive physical therapy, and did not experience increased back pain following the accident.",8.5968360151,1.0,0.1567052776217959,0.0173277803357569,0.7543319450839392,27s,REMOTE,2025-08-30 16:23:41
Trial_27 6,gpt-4o,"generate a concise, clinically formal summary",4.0,0.6,Item_1,"The patient is a female who quit smoking prior to having her daughter and is not currently pregnant. She underwent a cesarean section during her daughter's birth and had an appendectomy a few years ago. She reports no history of high blood pressure, heart disease, diabetes, or issues with the lungs, thyroid, kidney, or bladder. She experienced a lower back injury approximately four to five years ago due to a car accident, with no subsequent increase in back pain.",9.340760255,1.0,0.0295334627027633,0.5733968559715865,0.8933492139928967,27s,REMOTE,2025-08-30 16:23:41
Trial_27 6,o4-mini,"generate a concise, clinically formal summary",30.0,1.0,Item_0,"The patient has a history of cesarean delivery and an appendectomy performed several years ago. She experienced a lower back injury in a motor vehicle collision approximately 4-5 years ago, which did not result in persistent pain or require physical therapy. She denies hypertension, heart disease, diabetes, pulmonary, thyroid, renal, or bladder conditions.",9.6674499173,1.0,0.0180050843197918,0.6669078123706585,0.9167269530926646,27s,REMOTE,2025-08-30 16:23:41
Trial_27 7,claude-3-7-sonnet-20250219,"generate a concise, clinically formal summary",4.0,0.7,Item_3,Patient denies any known drug allergies. No previous adverse reactions to medications were reported.,9.9400474492,1.0,0.0133993973122547,0.7777323230320682,0.944433080758017,19s,REMOTE,2025-08-30 16:24:11
Trial_27 7,gpt-4o,"generate a concise, clinically formal summary",2.0,0.6,Item_4,The patient denies any known drug allergies. This information is relevant to the ALLERGY header and has been documented accordingly.,9.9408429409,1.0,0.1160489594398874,0.3458847062088311,0.8364711765522078,19s,REMOTE,2025-08-30 16:24:11
Trial_27 7,o3-mini,"generate a concise, clinically formal summary",18.0,1.0,Item_2,"During the consultation, the provider inquired about any known drug allergies, specifically regarding medication hypersensitivity. The patient clearly denied any history of drug allergies, and no adverse reactions or related issues were reported.",9.9211197358,1.0,0.0573587516729864,0.5401316469339248,0.8850329117334812,19s,REMOTE,2025-08-30 16:24:11
Trial_27 7,claude-3-5-sonnet-latest,"generate a concise, clinically formal summary",4.0,0.7,Item_0,Patient denies any known drug allergies. No history of adverse reactions to medications was reported.,9.6258315109,1.0,0.0723724188607012,0.4834406557073106,0.8708601639268276,19s,REMOTE,2025-08-30 16:24:11
Trial_27 7,o4-mini,"generate a concise, clinically formal summary",22.0,1.0,Item_1,The patient denies knowledge of any drug allergies and reports no previous adverse reactions to medications. No current hypersensitivity or intolerance is documented. This negative allergy history should be noted in the medical record.,9.9810048197,1.0,0.0071893000422514,0.8371915346411056,0.9592978836602764,19s,REMOTE,2025-08-30 16:24:11
Trial_27 8,claude-3-7-sonnet-20250219,"generate a concise, clinically formal summary",5.0,0.7,Item_0,"Patient reports significant cardiovascular disease in both parents, with father passing away in his 40s and mother experiencing fatal complications from heart disease. Two maternal uncles had polio, with one requiring crutches due to severe bilateral leg deformities and the other having unilateral leg involvement. Patient has one healthy child and denies any known neurological conditions in other family members.",9.0708203273,1.0,0.4979824143395232,0.8494076557074507,0.9623519139268628,20s,REMOTE,2025-08-30 16:24:32
Trial_27 8,claude-3-5-sonnet-latest,"generate a concise, clinically formal summary",5.0,0.7,Item_4,"Family history is significant for premature cardiovascular disease in both parents, with father's death occurring in his forties and mother's death due to cardiac complications. Two maternal uncles had documented polio with resulting lower extremity deformities, one bilateral and one unilateral. Patient reports one healthy sibling, one sibling with unknown health status, and one healthy child.",0.3627152884,0.0,0.0719030034139438,0.9427771602266538,0.2356942900566634,20s,REMOTE,2025-08-30 16:24:32
Trial_27 8,o1-mini,"generate a concise, clinically formal summary",20.0,1.0,Item_2,"The patient has a family history of heart disease, with both parents affected; the mother died in her forties due to complications from heart disease. On her maternal side, two uncles had polio, resulting in leg deformities—one required crutches, and the other had a deformity in one leg. She has two brothers, one with unspecified health issues and one who is healthy. The patient has one healthy child and no known neurological conditions in the family.",1.456243582,0.0,0.2790737960507957,0.8872658691812516,0.2218164672953129,20s,REMOTE,2025-08-30 16:24:32
Trial_27 8,gpt-4o,"generate a concise, clinically formal summary",3.0,0.6,Item_1,"The patient reports a family history of heart disease, with both parents affected. The mother passed due to complications from the condition, and the father died in his forties. One brother is healthy, while the other is estranged. Two maternal uncles had polio, leading to leg deformities. The patient has one child who is healthy.",0.6910280501,0.0,0.7637958609623795,0.8134975500735018,0.2033743875183754,20s,REMOTE,2025-08-30 16:24:32
Trial_27 8,o3-mini,"generate a concise, clinically formal summary",20.0,1.0,Item_3,"The patient reports a significant family history of cardiovascular disease, with both parents affected; the mother succumbed to complications of heart disease while the father died in his forties. Additionally, the patient noted that two maternal uncles experienced polio resulting in lower-limb deformities. There were no additional neurological conditions reported, and the patient has one healthy child.",1.0029225371,0.0,1.1139246780047949,0.7747712619070903,0.1936928154767725,20s,REMOTE,2025-08-30 16:24:32
Trial_27 9,gpt-4o,"generate a concise, clinically formal summary",3.0,0.6,Item_1,"The patient reports a family history of prostate cancer in a brother and brain cancer in the father. Both sides of the family have numerous heart-related issues. Additionally, the patient mentions that both a brother and sister have diabetes.",9.7937268379,1.0,0.0725265304732261,0.9519937589535976,0.9879984397383994,19s,REMOTE,2025-08-30 16:24:54
Trial_27 9,claude-3-5-sonnet-latest,"generate a concise, clinically formal summary",4.0,0.7,Item_2,Family history is significant for prostate cancer in a brother and brain cancer in father. Multiple family members on both maternal and paternal sides have cardiac conditions. Siblings (brother and sister) have diabetes mellitus.,0.9525921346,0.0,0.0455619803028053,0.9619503605055262,0.2404875901263815,19s,REMOTE,2025-08-30 16:24:54
Trial_27 9,claude-3-7-sonnet-20250219,"generate a concise, clinically formal summary",4.0,0.7,Item_3,"Patient reports significant family history of cancer, with a brother diagnosed with prostate cancer and father with brain cancer. Multiple family members on both maternal and paternal sides have heart-related issues. Additionally, both the patient's brother and sister have diabetes.",9.8625749972,1.0,0.3675034282461868,0.8919362715216842,0.972984067880421,19s,REMOTE,2025-08-30 16:24:54
Trial_27 9,o4-mini,"generate a concise, clinically formal summary",22.0,1.0,Item_4,"Family history is notable for prostate cancer and diabetes in siblings and brain cancer in the father. Additionally, both maternal and paternal lines exhibit multiple cardiovascular disorders. No other familial or social risk factors were identified.",1.5908015454,0.0,0.027516199912219,0.9704305342179588,0.2426076335544896,19s,REMOTE,2025-08-30 16:24:54
Trial_27 9,o1-mini,"generate a concise, clinically formal summary",16.0,1.0,Item_0,"The patient reports a family history significant for prostate cancer in the brother and brain cancer in the father. Additionally, there are multiple heart-related issues on both sides of the family, as well as diabetes in the brother and sister.",1.2743574381,0.0,0.1581433589878278,0.9291116725125916,0.2322779181281479,19s,REMOTE,2025-08-30 16:24:54
Trial_445 0,claude-3-5-sonnet-latest,"generate a concise, clinically formal summary",4.0,0.7,Item_3,"76-year-old female with multiple chronic conditions including hypertension, osteoarthritis, osteoporosis, hypothyroidism, allergic rhinitis, and kidney stones. Patient reports stable health with no new symptoms or concerns regarding existing conditions. Patient denies fever, chills, cough, congestion, nausea, vomiting, chest pain, or chest pressure.",9.7878105666,1.0,0.0459343480435272,0.2180606059993455,0.8045151514998363,26s,REMOTE,2025-08-30 16:25:52
Trial_445 0,claude-3-7-sonnet-20250219,"generate a concise, clinically formal summary",5.0,0.7,Item_1,"76-year-old white female presents for a prescription refill of her antihypertensive medication. She has a history of hypertension, osteoarthritis, osteoporosis, hypothyroidism, allergic rhinitis, and kidney stones. Patient denies any changes or concerns regarding these conditions. She also denies fever, chills, cough, congestion, nausea, vomiting, chest pain, or chest pressure.",9.958517349,1.0,0.0019345070062822,0.83953161990355,0.9598829049758876,26s,REMOTE,2025-08-30 16:25:52
Trial_445 0,o1-mini,"generate a concise, clinically formal summary",13.0,1.0,Item_4,"The patient is a 76-year-old white female with a history of hypertension, osteoarthritis, osteoporosis, hypothyroidism, allergic rhinitis, and kidney stones. She is returning today for a refill of her blood pressure medication and reports no changes or new concerns regarding her existing conditions. She denies any fever, chills, cough, congestion, nausea, vomiting, chest pain, or chest pressure.",9.9985878068,1.0,4.3686144964534126e-05,0.9758856157823136,0.9939714039455784,26s,REMOTE,2025-08-30 16:25:52
Trial_445 0,o3-mini,"generate a concise, clinically formal summary",24.0,1.0,Item_0,"The patient, a 76-year-old white female, presented for a blood pressure medication refill. Previous management included follow-up care for hypertension, osteoarthritis, osteoporosis, hypothyroidism, allergic rhinitis, and kidney stones. She denied any new or worsening symptoms such as fever, chills, cough, or chest discomfort. No immediate concerns were reported during the encounter.",9.9901335417,1.0,0.0038255710911778,0.7743411069133395,0.9435852767283348,26s,REMOTE,2025-08-30 16:25:52
Trial_445 0,gpt-4o,"generate a concise, clinically formal summary",3.0,0.6,Item_2,"The patient, a 76-year-old white female, returned for a refill of her blood pressure medication. She reported no changes or concerns regarding her hypertension, osteoarthritis, osteoporosis, hypothyroidism, allergic rhinitis, and kidney stones. She also denied experiencing fever, chills, cough, congestion, nausea, vomiting, chest pain, or chest pressure.",9.5914889105,1.0,0.0118580506920958,0.6027069513998797,0.9006767378499699,26s,REMOTE,2025-08-30 16:25:52
Trial_445 1,claude-3-7-sonnet-20250219,"generate a concise, clinically formal summary",6.0,0.7,Item_2,"25-year-old patient presents to the ED with sudden-onset severe headache described as ""the worst headache of my life"" that began yesterday morning. Associated symptoms include blurry vision, lightheadedness with blind spots, and difficulty writing. Patient also reports facial swelling that began concurrently with the headache. CT scan has been ordered and migraine cocktail with morphine planned for treatment.",9.9016270416,1.0,0.0680949065231495,0.3787379132129717,0.8446844783032429,20s,REMOTE,2025-08-30 16:26:21
Trial_445 1,o4-mini,"generate a concise, clinically formal summary",21.0,1.0,Item_4,"A 25-year-old presented with sudden-onset, worst-ever headache beginning at 11:00 AM on July 31. The headache is accompanied by blurry vision, lightheadedness described as blind spots, dysgraphia suggesting right-hand involvement, and concurrent facial swelling. The patient denies nausea or vomiting.",9.7477788288,1.0,0.0079176231325177,0.7881565941036729,0.9470391485259182,20s,REMOTE,2025-08-30 16:26:21
Trial_445 1,gpt-4o,"generate a concise, clinically formal summary",4.0,0.6,Item_3,"The patient, a 25-year-old, reports experiencing the worst headache of their life, which began suddenly on July 31 at 11 a.m. They are experiencing blurry vision, lightheadedness with blind spots, and difficulty writing. The patient also notes facial swelling that coincided with the headache onset. A thorough examination and evaluation are planned, with a migraine cocktail and Morphine ordered pending CT results.",9.7089900029,1.0,0.0031146583958542,0.8671312809856733,0.9667828202464184,20s,REMOTE,2025-08-30 16:26:21
Trial_445 1,o1-mini,"generate a concise, clinically formal summary",20.0,1.0,Item_0,"The patient is a 25-year-old presenting with a sudden onset of a severe headache since July 31. He reports blurry vision, lightheadedness, difficulty writing, and facial swelling. There is no history of vomiting.",9.6140785664,1.0,0.0254933214458958,0.6198712232237381,0.9049678058059344,20s,REMOTE,2025-08-30 16:26:21
Trial_445 1,o3-mini,"generate a concise, clinically formal summary",22.0,1.0,Item_1,"A 25-year-old patient presented with a sudden, severe headache that began on July 31 around 11 a.m. The headache was accompanied by blurry vision, lightheadedness described as blind spots, altered handwriting, and facial swelling without vomiting. In the emergency department, evaluation with CT imaging was initiated and treatment with a migraine cocktail and morphine was ordered.",9.7349268746,1.0,0.0304922933111097,0.5842688358410968,0.8960672089602741,20s,REMOTE,2025-08-30 16:26:21
Trial_445 2,o4-mini,"generate a concise, clinically formal summary",28.0,1.0,Item_1,"A 22-year-old woman presents with perianal warts of 3–4 weeks’ duration, characterized by mild pruritus without pain. She reports no additional symptoms such as bleeding or discharge. Her condition appears isolated to the warty lesions. General health history is otherwise unremarkable.",0.3378289029,0.0,0.0202604261545896,0.7408724614018656,0.5556543460513992,27s,REMOTE,2025-08-30 16:26:43
Trial_445 2,claude-3-7-sonnet-20250219,"generate a concise, clinically formal summary",5.0,0.7,Item_0,22-year-old female presents with perianal warts first noticed 3-4 weeks ago. Patient reports mild pruritus in the affected area without pain. No additional symptoms reported. Physical examination pending.,1.3081801471,0.0,0.0081670551591899,0.8354787402909927,0.6266090552182445,27s,REMOTE,2025-08-30 16:26:43
Trial_445 2,gpt-4o,"generate a concise, clinically formal summary",3.0,0.6,Item_4,"The patient, a 22-year-old female, presented with warts in the perianal region, noticed approximately three to four weeks ago. She reports associated itchiness but no pain. No other symptoms were mentioned.",1.0148894664,0.0,0.0010032499857565,0.9423374475169964,0.7067530856377473,27s,REMOTE,2025-08-30 16:26:43
Trial_445 2,o1-mini,"generate a concise, clinically formal summary",21.0,1.0,Item_3,"A 22-year-old female presents with a three to four-week history of warts in the perianal area, accompanied by mild itching. She denies experiencing any pain or additional symptoms related to her condition.",0.6728661425,0.0,0.0725051115619986,0.5097996755753518,0.3823497566815138,27s,REMOTE,2025-08-30 16:26:43
Trial_445 2,claude-3-5-sonnet-latest,"generate a concise, clinically formal summary",4.0,0.7,Item_2,22-year-old female presents with perianal warts first noticed 3-4 weeks ago. Patient reports associated mild pruritus but denies pain or other symptoms. No additional medical concerns reported.,0.7936616116,0.0,0.0001564412384248,0.9772299017567322,0.7329224263175491,27s,REMOTE,2025-08-30 16:26:43
Trial_445 3,gpt-4o,"generate a concise, clinically formal summary",3.0,0.6,Item_0,"The patient reports taking only prescribed medications, specifically Salmeterol inhaler as needed and Fluticasone nasal inhaler. No over-the-counter or alternative medicines are used.",9.6487890898,1.0,0.0117143135933009,0.5129513106164786,0.8782378276541196,23s,REMOTE,2025-08-30 16:27:13
Trial_445 3,o1-mini,"generate a concise, clinically formal summary",18.0,1.0,Item_1,"The patient is not taking any over-the-counter or alternative medications, only those prescribed by their physician. They are using a Salmeterol inhaler on an as-needed basis and a Fluticasone nasal inhaler.",9.680311332,1.0,0.0288695219222528,0.2354009535361948,0.8088502383840487,23s,REMOTE,2025-08-30 16:27:13
Trial_445 3,o3-mini,"generate a concise, clinically formal summary",16.0,1.0,Item_3,The patient confirmed using only prescribed medications without any over-the-counter or alternative remedies. The consultation noted that the patient was prescribed a Salmeterol inhaler for as-needed use and a Fluticasone nasal inhaler. All medication details align with the prescription provided during the visit.,9.519291907,1.0,0.0021851080726278,0.7896461733982206,0.9474115433495552,23s,REMOTE,2025-08-30 16:27:13
Trial_445 3,claude-3-7-sonnet-20250219,"generate a concise, clinically formal summary",4.0,0.7,Item_2,"Patient denies taking any over-the-counter medications or alternative treatments, reporting adherence only to prescribed medications. Current prescription includes Salmeterol inhaler used on an as-needed basis and Fluticasone, which is administered as a nasal inhaler.",9.566019665,1.0,0.0045530771492375,0.6963547717198311,0.9240886929299578,23s,REMOTE,2025-08-30 16:27:13
